Defense: 13																															
																															
RE BEBB:SetPosFromHike(D8 08)	 3pt	 D8-MoveAbsolute(D8 08)		 D8-MoveAbsolute(E0 1C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
																															
NT BEC8:SetPosFromHike(F0 08)	 3pt	 D8-MoveAbsolute(F0 14)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
LE BED2:SetPosFromHike(08 08)	 3pt	 D8-MoveAbsolute(08 08)		 D8-MoveAbsolute(00 1C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
ROLB BEDF:SetPosFromHike(C8 10)	 2pt	 LoopForward 0A		 D8-MoveAbsolute(C4 00)	 D8-MoveAbsolute(C4 14)	 D8-MoveAbsolute(D4 2C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																						
FS A38A:SetPosFromHike(C8 50)	 2pt	 24-JumpTo A395:D8-MoveAbsolute(08 B8)		 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// C8-Move(D8 AA 04)	 D8-MoveAbsolute(08 B8)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																							
SS AD62:SetPosFromHike(18 50)	 2pt	 MoveRelative(00 88)		 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																										
																															
																															
Defense: 72																															
																															
RE A29B:SetPosFromHike(D8 08)	 3pt	 D8-MoveAbsolute(E8 00)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
NT A2A5:SetPosFromHike(F0 08)	 3pt	 D8-MoveAbsolute(F8 F8)		 D8-MoveAbsolute(00 00)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
LE A3FB:SetPosFromHike(08 08)	 3pt	 D8-MoveAbsolute(14 00)		 D8-MoveAbsolute(14 0C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
ROLB A2B2:SetPosFromHike(C8 10)	 2pt	 D8-MoveAbsolute(C4 F8)		 D8-MoveAbsolute(C4 10)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
RILB A2BF:SetPosFromHike(E0 18)	 2pt	 D8-MoveAbsolute(F0 F0)		 D8-MoveAbsolute(F0 08)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
LILB A9DE:SetPosFromHike(00 18)	 2pt	 2B-JumpTo A2D3:F3-Pause(3C)		 D8-MoveAbsolute(F8 C8)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// F3-Pause(14)	 D8-MoveAbsolute(F0 C8)	 27-JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																				
LOLB A9F0:SetPosFromHike(18 0C)	 2pt	 C8-Move(DC AA 0A)		 D8-MoveAbsolute(28 00)	 D8-MoveAbsolute(28 D8)	 D8-MoveAbsolute(00 B8)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																						
RCB A2F7:SetPosFromMid(36 28)	 2pt	 F4-Pause(14)		 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																										
LCB A300:SetPosFromMid(C0 28)	 2pt	 MoveRelative(00 90)		 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																									
FS AD6C:SetPosFromHike(C8 50)	 2pt	 27-JumpTo BDEC:F4-Pause(00)		 LoopBack FE// 27-JumpTo A38A:SetPosFromHike(C8 50)	 2pt	 24-JumpTo A395:D8-MoveAbsolute(08 B8)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// C8-Move(D8 AA 04)	 D8-MoveAbsolute(08 B8)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// D8-MoveAbsolute(00 E8)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																		
SS A39B:SetPosFromHike(18 50)	 2pt	 F4-Pause(14)		 D8-MoveAbsolute(E8 81)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																									
																															
																															
Defense: 73																															
																															
RE A29B:SetPosFromHike(D8 08)	 3pt	 D8-MoveAbsolute(E8 00)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
NT A2A5:SetPosFromHike(F0 08)	 3pt	 D8-MoveAbsolute(F8 F8)		 D8-MoveAbsolute(00 00)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
LE A3FB:SetPosFromHike(08 08)	 3pt	 D8-MoveAbsolute(14 00)		 D8-MoveAbsolute(14 0C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
ROLB A2B2:SetPosFromHike(C8 10)	 2pt	 D8-MoveAbsolute(C4 F8)		 D8-MoveAbsolute(C4 10)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
RILB A2BF:SetPosFromHike(E0 18)	 2pt	 D8-MoveAbsolute(F0 F0)		 D8-MoveAbsolute(F0 08)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
LILB AAE0:SetPosFromHike(00 18)	 2pt	 29-JumpTo A37F:26-JumpTo A345:27-JumpTo A353:F4-Pause(3C)		 D8-MoveAbsolute(10 C8)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// F4-Pause(14)	 D8-MoveAbsolute(F8 C8)	 D8-MoveAbsolute(E8 C0)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// D8-MoveAbsolute(F0 D0)	 F4-Pause(14)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// JumpTo AAC2:VertMirror	 LoopBack FF// 																
LOLB AA7C:SetPosFromHike(18 0C)	 2pt	 JumpTo AABC:FC(FF E0)		 DD-PassRush	 LoopBack FC// 																										
RCB A36F:SetPosFromMid(36 28)	 2pt	 F4-Pause(0A)		 D9-MoveAbsolute(36 C0)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																									
LCB A300:SetPosFromMid(C0 28)	 2pt	 MoveRelative(00 90)		 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																									
FS AA83:SetPosFromHike(C8 50)	 2pt	 29-JumpTo AA6F:C8-Move(D8 AA 03)		 D8-MoveAbsolute(B8 D8)	 F5-Pause(0A 46)	Grapple ALL	 DA-PassRush	 LoopBack FC// JumpTo AAC2:VertMirror	 LoopBack FF// 																						
SS AA04:SetPosFromHike(18 50)	 2pt	 D8-MoveAbsolute(E8 98)		 D8-MoveAbsolute(B8 90)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																								
																															
																															
Defense: 74																															
																															
RE BEBB:SetPosFromHike(D8 08)	 3pt	 D8-MoveAbsolute(D8 08)		 D8-MoveAbsolute(E0 1C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
NT BEC8:SetPosFromHike(F0 08)	 3pt	 D8-MoveAbsolute(F0 14)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
LE A408:SetPosFromHike(08 08)	 3pt	 D8-MoveAbsolute(10 08)		 D8-MoveAbsolute(10 10)	 D8-MoveAbsolute(08 1C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																							
ROLB BEDF:SetPosFromHike(C8 10)	 2pt	 LoopForward 0A		 D8-MoveAbsolute(C4 00)	 D8-MoveAbsolute(C4 14)	 D8-MoveAbsolute(D4 2C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																						
RILB A418:SetPosFromHike(E0 18)	 2pt	 2B-JumpTo A423:F3-Pause(0A)		 D8-MoveAbsolute(D8 D0)	 F4-Pause(5A)	Grapple ALL	 DA-PassRush	 LoopBack FC// C8-Move(DC AA 0A)	 F3-Pause(0A)	 D8-MoveAbsolute(D8 D0)	 F4-Pause(5A)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																	
LILB A42D:SetPosFromHike(00 18)	 2pt	 F3-Pause(12)		 D8-MoveAbsolute(10 C8)	 F4-Pause(64)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																							
LOLB A43B:SetPosFromHike(18 0C)	 2pt	 D8-MoveAbsolute(20 00)		 D8-MoveAbsolute(20 1C)	 D8-MoveAbsolute(10 2C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																							
RCB ADBB:SetPosFromMid(36 28)	 2pt	 JumpTo BDEC:F4-Pause(00)		 LoopBack FE// 																											
LCB ADC2:SetPosFromMid(C0 28)	 2pt	 C8-Move(9A B9 03)		 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																										
FS BD35:SetPosFromHike(C8 50)	 2pt	 29-JumpTo BDEC:F4-Pause(00)		 LoopBack FE// LoopBack F2	 C8-Move(D8 AA 03)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																								
SS BD27:SetPosFromHike(18 50)	 2pt	 29-JumpTo BDEC:F4-Pause(00)		 LoopBack FE// C8-Move(D8 AA 03)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																									
																															
																															
Defense: 75																															
																															
RE BEBB:SetPosFromHike(D8 08)	 3pt	 D8-MoveAbsolute(D8 08)		 D8-MoveAbsolute(E0 1C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
NT BEC8:SetPosFromHike(F0 08)	 3pt	 D8-MoveAbsolute(F0 14)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
LE A408:SetPosFromHike(08 08)	 3pt	 D8-MoveAbsolute(10 08)		 D8-MoveAbsolute(10 10)	 D8-MoveAbsolute(08 1C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																							
ROLB BEDF:SetPosFromHike(C8 10)	 2pt	 LoopForward 0A		 D8-MoveAbsolute(C4 00)	 D8-MoveAbsolute(C4 14)	 D8-MoveAbsolute(D4 2C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																						
RILB A418:SetPosFromHike(E0 18)	 2pt	 2B-JumpTo A423:F3-Pause(0A)		 D8-MoveAbsolute(D8 D0)	 F4-Pause(5A)	Grapple ALL	 DA-PassRush	 LoopBack FC// C8-Move(DC AA 0A)	 F3-Pause(0A)	 D8-MoveAbsolute(D8 D0)	 F4-Pause(5A)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																	
LILB A42D:SetPosFromHike(00 18)	 2pt	 F3-Pause(12)		 D8-MoveAbsolute(10 C8)	 F4-Pause(64)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																							
LOLB A43B:SetPosFromHike(18 0C)	 2pt	 D8-MoveAbsolute(20 00)		 D8-MoveAbsolute(20 1C)	 D8-MoveAbsolute(10 2C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																							
RCB AC9C:SetPosFromMid(36 28)	 2pt	 29-JumpTo ACAB:F4-Pause(5A)		 JumpTo ABD4:27-JumpTo ABDD:D8-MoveAbsolute(D8 DC)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// D8-MoveAbsolute(C0 B0)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// F4-Pause(28)	 D9-MoveAbsolute(36 81)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																		
LCB ACB0:SetPosFromMid(C0 28)	 2pt	 29-JumpTo ACBB:29-JumpTo ACC6:F4-Pause(5A)		 JumpTo ABEA:27-JumpTo ABF3:D8-MoveAbsolute(20 DC)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// D8-MoveAbsolute(30 B0)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// F4-Pause(28)	 D9-MoveAbsolute(C0 81)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// C8-Move(D8 AA 01)	 29-JumpTo ACC6:F4-Pause(5A)	 JumpTo ABEA:27-JumpTo ABF3:D8-MoveAbsolute(20 DC)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// D8-MoveAbsolute(30 B0)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// F4-Pause(28)	 D9-MoveAbsolute(C0 81)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 							
FS BD35:SetPosFromHike(C8 50)	 2pt	 29-JumpTo BDEC:F4-Pause(00)		 LoopBack FE// LoopBack F2	 C8-Move(D8 AA 03)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																								
SS BD27:SetPosFromHike(18 50)	 2pt	 29-JumpTo BDEC:F4-Pause(00)		 LoopBack FE// C8-Move(D8 AA 03)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																									
																															
																															
Defense: 76																															
																															
RE BEBB:SetPosFromHike(D8 08)	 3pt	 D8-MoveAbsolute(D8 08)		 D8-MoveAbsolute(E0 1C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
NT BEC8:SetPosFromHike(F0 08)	 3pt	 D8-MoveAbsolute(F0 14)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
LE A408:SetPosFromHike(08 08)	 3pt	 D8-MoveAbsolute(10 08)		 D8-MoveAbsolute(10 10)	 D8-MoveAbsolute(08 1C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																							
ROLB BEDF:SetPosFromHike(C8 10)	 2pt	 LoopForward 0A		 D8-MoveAbsolute(C4 00)	 D8-MoveAbsolute(C4 14)	 D8-MoveAbsolute(D4 2C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																						
RILB AC51:SetPosFromHike(E0 18)	 2pt	 F4-Pause(3C)		 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																									
LILB A42D:SetPosFromHike(00 18)	 2pt	 F3-Pause(12)		 D8-MoveAbsolute(10 C8)	 F4-Pause(64)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																							
LOLB AC5A:SetPosFromHike(18 0C)	 2pt	 F5-Pause(82 AA)		 D8-MoveAbsolute(10 F0)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																								
RCB AC67:SetPosFromMid(36 28)	 2pt	 F3-Pause(1E)		 MoveRelative(00 E8)	 F4-Pause(28)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																							
LCB AC75:SetPosFromMid(C0 28)	 2pt	 C8-Move(D8 AA 06)		 F3-Pause(14)	 MoveRelative(00 E8)	 F4-Pause(28)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																						
FS AC87:SetPosFromHike(C8 50)	 2pt	 F4-Pause(32)		 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																									
SS AC90:SetPosFromHike(18 50)	 2pt	 D8-MoveAbsolute(08 A0)		 F4-Pause(3C)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																								
																															
																															
Defense: 77																															
																															
RE BEBB:SetPosFromHike(D8 08)	 3pt	 D8-MoveAbsolute(D8 08)		 D8-MoveAbsolute(E0 1C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
NT BEC8:SetPosFromHike(F0 08)	 3pt	 D8-MoveAbsolute(F0 14)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
LE BED2:SetPosFromHike(08 08)	 3pt	 D8-MoveAbsolute(08 08)		 D8-MoveAbsolute(00 1C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
ROLB BEDF:SetPosFromHike(C8 10)	 2pt	 LoopForward 0A		 D8-MoveAbsolute(C4 00)	 D8-MoveAbsolute(C4 14)	 D8-MoveAbsolute(D4 2C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																						
RILB A44B:SetPosFromHike(E0 18)	 2pt	 F3-Pause(14)		 27-JumpTo A45C:D8-MoveAbsolute(10 E0)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// D8-MoveAbsolute(F0 C8)	 F4-Pause(5A)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																					
LILB A462:SetPosFromHike(00 18)	 2pt	 D8-MoveAbsolute(0C F8)		 D8-MoveAbsolute(0C 1C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
LOLB A46F:SetPosFromHike(18 0C)	 2pt	 F3-Pause(1E)		 D8-MoveAbsolute(20 00)	 D8-MoveAbsolute(20 28)	 D8-MoveAbsolute(14 3C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																						
RCB BD3E:SetPosFromMid(36 28)	 2pt	 26-JumpTo AB9A:C8-Move(D8 AA 01)		 D8-MoveAbsolute(DC D8)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// JumpTo AB9E:D8-MoveAbsolute(DC D8)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																							
LCB A300:SetPosFromMid(C0 28)	 2pt	 MoveRelative(00 90)		 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																									
FS A38A:SetPosFromHike(C8 50)	 2pt	 24-JumpTo A395:D8-MoveAbsolute(08 B8)		 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// C8-Move(D8 AA 04)	 D8-MoveAbsolute(08 B8)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																							
SS A39B:SetPosFromHike(18 50)	 2pt	 F4-Pause(14)		 D8-MoveAbsolute(E8 81)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																									
																															
																															
Defense: 78																															
																															
RE BEBB:SetPosFromHike(D8 08)	 3pt	 D8-MoveAbsolute(D8 08)		 D8-MoveAbsolute(E0 1C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
NT BEC8:SetPosFromHike(F0 08)	 3pt	 D8-MoveAbsolute(F0 14)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
LE BED2:SetPosFromHike(08 08)	 3pt	 D8-MoveAbsolute(08 08)		 D8-MoveAbsolute(00 1C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
ROLB BEDF:SetPosFromHike(C8 10)	 2pt	 LoopForward 0A		 D8-MoveAbsolute(C4 00)	 D8-MoveAbsolute(C4 14)	 D8-MoveAbsolute(D4 2C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																						
RILB A44B:SetPosFromHike(E0 18)	 2pt	 F3-Pause(14)		 27-JumpTo A45C:D8-MoveAbsolute(10 E0)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// D8-MoveAbsolute(F0 C8)	 F4-Pause(5A)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																					
LILB ABA4:SetPosFromHike(00 18)	 2pt	 2B-JumpTo A3F3:F4-Pause(3C)		 D8-MoveAbsolute(10 C8)	Grapple ALL	 DA-PassRush	 LoopBack FC// D8-MoveAbsolute(E8 C0)	 F4-Pause(3C)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																				
LOLB ACCB:SetPosFromHike(18 0C)	 2pt	 29-JumpTo A473:F3-Pause(1E)		 D8-MoveAbsolute(20 00)	 D8-MoveAbsolute(20 28)	 D8-MoveAbsolute(14 3C)	Grapple ALL	 DA-PassRush	 LoopBack FC// C8-Move(DC AA 0A)	 D8-MoveAbsolute(20 FC)	 D8-MoveAbsolute(20 10)	 F4-Pause(1E)	 D8-MoveAbsolute(18 00)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 															
RCB BD3E:SetPosFromMid(36 28)	 2pt	 26-JumpTo AB9A:C8-Move(D8 AA 01)		 D8-MoveAbsolute(DC D8)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// JumpTo AB9E:D8-MoveAbsolute(DC D8)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																							
LCB A300:SetPosFromMid(C0 28)	 2pt	 MoveRelative(00 90)		 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																									
FS A38A:SetPosFromHike(C8 50)	 2pt	 24-JumpTo A395:D8-MoveAbsolute(08 B8)		 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// C8-Move(D8 AA 04)	 D8-MoveAbsolute(08 B8)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																							
SS AA04:SetPosFromHike(18 50)	 2pt	 D8-MoveAbsolute(E8 98)		 D8-MoveAbsolute(B8 90)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																								
																															
																															
Defense: 79																															
																															
RE BEBB:SetPosFromHike(D8 08)	 3pt	 D8-MoveAbsolute(D8 08)		 D8-MoveAbsolute(E0 1C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
NT BEC8:SetPosFromHike(F0 08)	 3pt	 D8-MoveAbsolute(F0 14)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
LE BED2:SetPosFromHike(08 08)	 3pt	 D8-MoveAbsolute(08 08)		 D8-MoveAbsolute(00 1C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
ROLB BEDF:SetPosFromHike(C8 10)	 2pt	 LoopForward 0A		 D8-MoveAbsolute(C4 00)	 D8-MoveAbsolute(C4 14)	 D8-MoveAbsolute(D4 2C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																						
RILB A44B:SetPosFromHike(E0 18)	 2pt	 F3-Pause(14)		 27-JumpTo A45C:D8-MoveAbsolute(10 E0)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// D8-MoveAbsolute(F0 C8)	 F4-Pause(5A)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																					
LILB AAE0:SetPosFromHike(00 18)	 2pt	 29-JumpTo A37F:26-JumpTo A345:27-JumpTo A353:F4-Pause(3C)		 D8-MoveAbsolute(10 C8)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// F4-Pause(14)	 D8-MoveAbsolute(F8 C8)	 D8-MoveAbsolute(E8 C0)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// D8-MoveAbsolute(F0 D0)	 F4-Pause(14)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// JumpTo AAC2:VertMirror	 LoopBack FF// 																
LOLB ACE4:SetPosFromHike(18 0C)	 2pt	 JumpTo ACD2:C8-Move(DC AA 0A)		 D8-MoveAbsolute(20 FC)	 D8-MoveAbsolute(20 10)	 F4-Pause(1E)	 D8-MoveAbsolute(18 00)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																					
RCB A36F:SetPosFromMid(36 28)	 2pt	 F4-Pause(0A)		 D9-MoveAbsolute(36 C0)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																									
LCB A300:SetPosFromMid(C0 28)	 2pt	 MoveRelative(00 90)		 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																									
FS AA83:SetPosFromHike(C8 50)	 2pt	 29-JumpTo AA6F:C8-Move(D8 AA 03)		 D8-MoveAbsolute(B8 D8)	 F5-Pause(0A 46)	Grapple ALL	 DA-PassRush	 LoopBack FC// JumpTo AAC2:VertMirror	 LoopBack FF// 																						
SS AA04:SetPosFromHike(18 50)	 2pt	 D8-MoveAbsolute(E8 98)		 D8-MoveAbsolute(B8 90)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																								
																															
																															
Defense: 7A																															
																															
RE A110:SetPosFromHike(D8 08)	 3pt	 FC(04 00)		 D8-MoveAbsolute(D8 10)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
NT A243:SetPosFromHike(F0 08)	 3pt	Grapple ALL		 DA-PassRush	 LoopBack FC// 																										
LE A32A:SetPosFromHike(08 08)	 3pt	 D8-MoveAbsolute(08 0C)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
ROLB A1BD:SetPosFromHike(C8 10)	 2pt	 D8-MoveAbsolute(C0 00)		 D8-MoveAbsolute(C0 28)	 F4-Pause(19)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																							
RILB A141:SetPosFromHike(E0 18)	 2pt	 D8-MoveAbsolute(E0 10)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
LILB A24A:SetPosFromHike(00 18)	 2pt	 D8-MoveAbsolute(FC 0C)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
LOLB A3CA:SetPosFromHike(18 0C)	 2pt	 D8-MoveAbsolute(14 0C)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
RCB ADBB:SetPosFromMid(36 28)	 2pt	 JumpTo BDEC:F4-Pause(00)		 LoopBack FE// 																											
LCB A1FD:SetPosFromMid(C0 28)	 2pt	 D8-MoveAbsolute(0C E0)		 F4-Pause(50)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																								
FS A7DE:SetPosFromHike(C8 50)	 2pt	 2A-JumpTo A7EB:D8-MoveAbsolute(D0 D8)		 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// MoveRelative(30 90)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																							
SS A216:SetPosFromHike(18 50)	 2pt	 C8-Move(D8 AA 02)		 D8-MoveAbsolute(00 B0)	 F4-Pause(78)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																							
																															
																															
Defense: 7B																															
																															
RE A110:SetPosFromHike(D8 08)	 3pt	 FC(04 00)		 D8-MoveAbsolute(D8 10)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
NT A243:SetPosFromHike(F0 08)	 3pt	Grapple ALL		 DA-PassRush	 LoopBack FC// 																										
LE A32A:SetPosFromHike(08 08)	 3pt	 D8-MoveAbsolute(08 0C)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
ROLB A888:SetPosFromHike(C8 10)	 2pt	 C8-Move(DC AA 0A)		 D8-MoveAbsolute(BC D8)	 D8-MoveAbsolute(BC 81)	 MoveRelative(40 C0)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																						
RILB A7CE:SetPosFromHike(E0 18)	 2pt	 D8-MoveAbsolute(D8 E0)		 D8-MoveAbsolute(D8 C8)	 D8-MoveAbsolute(00 A0)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																							
LILB AB4F:SetPosFromHike(00 18)	 2pt	 27-JumpTo A3C4:D8-MoveAbsolute(F0 06)		Grapple ALL	 DA-PassRush	 LoopBack FC// 27-JumpTo AB61:D8-MoveAbsolute(F8 D8)	 D8-MoveAbsolute(F8 B8)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// D8-MoveAbsolute(34 D8)	 F4-Pause(32)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																		
LOLB A3CA:SetPosFromHike(18 0C)	 2pt	 D8-MoveAbsolute(14 0C)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
RCB A846:SetPosFromMid(36 28)	 2pt	 29-JumpTo BDEC:F4-Pause(00)		 LoopBack FE// 27-JumpTo A1F7:D8-MoveAbsolute(E8 C0)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// JumpTo A7C3:E3(04)	 D9-MoveAbsolute(36 B0)	 MoveRelative(40 B8)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																			
LCB A1FD:SetPosFromMid(C0 28)	 2pt	 D8-MoveAbsolute(0C E0)		 F4-Pause(50)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																								
FS A853:SetPosFromHike(C8 50)	 2pt	 24-JumpTo A20D:MoveRelative(30 C0)		 MoveRelative(40 00)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// JumpTo A7E5:MoveRelative(30 90)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																					
SS A216:SetPosFromHike(18 50)	 2pt	 C8-Move(D8 AA 02)		 D8-MoveAbsolute(00 B0)	 F4-Pause(78)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																							
																															
																															
Defense: 7C																															
																															
